"area"	"key"	"local"
"2678"	"KEWE"	"5399"	"Secondary Contact (R2)"
"2679"	"KEWE"	"5400"	"Ceremonial, Religious, Spiritual Use, or Cultural Use (SC)"
"2680"	"KEWE"	"5401"	"Wild Rice (WR)"
"2681"	"KEWE"	"5402"	"Navigational Use (N)"
"2682"	"KEWE"	"5403"	"Agricultural and/or Industrial Use (A)"
"2683"	"KEWE"	"5404"	"CW1, CW2, WW, T, WR"
"2684"	"KEWE"	"5405"	"R1, R2, SC"
"2685"	"KEWE"	"5406"	"R1, SC"
"2686"	"KEWE"	"5407"	"Aquatic Life "
"2687"	"KEWE"	"5408"	"All surface waters"
"2688"	"CLUSI"	"5436"	"Cultural and Ceremonial Uses Including Primary Contact"
"2689"	"CLUSI"	"5437"	"Shellfish Growing and Harvesting"
"2690"	"CLUSI"	"5438"	"Surface Waters"
"2691"	"LLBO"	"5444"	"surface waters "
"2692"	"LLBO"	"5445"	"surface waters, coldwater species early life stages"
"2693"	"LLBO"	"5446"	"surface waters, propagation of wild rice"
"2694"	"LLBO"	"5447"	"primary contact recreational use"
"2695"	"LLBO"	"5448"	"Northern Minnesota polymictic lakes"
"2696"	"LLBO"	"5449"	"Northern Minnesota dimictic lakes"
"2697"	"LLBO"	"5450"	"Northen Minnesota rivers"
"2698"	"LLBO"	"5451"	"Northern River Nutrient Region"
"2699"	"LLBO"	"5452"	"coldwater fisheries habitat"
"2700"	"LLBO"	"5453"	"band water supply use, cultural and spiritual use"
"2701"	"LLBO"	"5454"	"subsistence fisheries use"
"2702"	"LLBO"	"5455"	"coldwater fisheries use, warmwater fisheries use"
"2703"	"LLBO"	"5456"	"wildlife use"
"2704"	"LLBO"	"5457"	"Reservation Lakes classified as 2A for coldwater habitat protections"
"2705"	"LLBO"	"5458"	"warmwater fisheries use"
